scooter_id,xcoordinate,ycoordinate,power_level,density,avg_power_lv,charging_time
50,0.881988975,0.7986470240000001,3,1311,2.45766590389016,2
51,0.9141488390000001,0.7908681890000001,5,1371,2.4558716265499636,0
52,0.9036244040000001,0.7898276409999999,0,1323,2.456538170823885,5
53,0.886853184,0.795055222,0,1312,2.4588414634146343,5
54,0.902028196,0.79439299,0,1316,2.459726443768997,5
55,0.8995795870000001,0.8115736579999999,2,1313,2.4584920030464583,3
56,0.898172216,0.795628605,4,1313,2.4584920030464583,1
57,0.916206408,0.799290127,4,1329,2.454477050413845,1
58,0.889211515,0.789612255,0,1313,2.4584920030464583,5
59,0.907768393,0.787969554,1,1337,2.463724756918474,4
60,0.895003323,0.7935184190000001,1,1313,2.4584920030464583,4
61,0.900127317,0.792876745,5,1316,2.459726443768997,0
62,0.9130972340000001,0.798804355,5,1325,2.4543396226415095,0
63,0.9014610470000001,0.8017334340000001,1,1313,2.4584920030464583,4
64,0.903416419,0.804139267,0,1313,2.4584920030464583,5
65,0.90243537,0.776710947,2,1330,2.4541353383458646,3
66,0.9012886309999999,0.803707398,0,1313,2.4584920030464583,5
67,0.900896136,0.8038070209999999,3,1313,2.4584920030464583,2
68,0.9051430509999999,0.794206075,5,1319,2.4579226686884,0
69,0.8944301379999999,0.808400537,2,1313,2.4584920030464583,3
70,0.9025559959999999,0.796343476,4,1316,2.459726443768997,1
71,0.891276252,0.7705378820000001,4,1302,2.456221198156682,1
72,0.9132709609999999,0.818342017,0,1314,2.458904109589041,5
73,0.8988120479999999,0.802598397,4,1313,2.4584920030464583,1
74,0.876728105,0.782260442,5,1307,2.4605967865340475,0
75,0.904479136,0.787667841,4,1330,2.4593984962406017,1
76,0.880174888,0.806817694,3,1311,2.45766590389016,2
77,0.9006714490000001,0.7920335759999999,3,1316,2.459726443768997,2
78,0.9043817829999999,0.809963068,0,1313,2.4584920030464583,5
79,0.916420803,0.800891916,5,1327,2.4559155990957047,0
80,0.8881018479999999,0.795182828,2,1313,2.4584920030464583,3
81,0.9146518840000001,0.804225922,5,1318,2.4575113808801214,0
82,0.89886393,0.804955723,1,1313,2.4584920030464583,4
83,0.895361834,0.79678443,5,1313,2.4584920030464583,0
84,0.90909684,0.786790483,0,1351,2.4641006661732052,5
85,0.892467613,0.789071745,1,1313,2.4584920030464583,4
86,0.905907571,0.8075894459999999,0,1314,2.4596651445966513,5
87,0.900958646,0.802356562,2,1313,2.4584920030464583,3
88,0.9250472470000001,0.7992692220000001,1,1344,2.4479166666666665,4
89,0.898323165,0.806814275,0,1313,2.4584920030464583,5
90,0.9037778609999999,0.795492593,2,1318,2.456752655538695,3
91,0.90995417,0.8020935020000001,0,1315,2.458555133079848,5
92,0.922240583,0.79715866,3,1357,2.438467207074429,2
93,0.8974126590000001,0.805567085,1,1313,2.4584920030464583,4
94,0.902416236,0.7782802109999999,0,1330,2.4556390977443607,5
95,0.909644236,0.7996246020000001,2,1317,2.4586180713743357,3
96,0.89827316,0.785457359,4,1315,2.458555133079848,1
97,0.896585497,0.807070814,3,1313,2.4584920030464583,2
98,0.911545259,0.7948186690000001,1,1335,2.4554307116104868,4
99,0.90610198,0.808559595,1,1314,2.4596651445966513,4
100,0.893095903,0.80807777,5,1313,2.4584920030464583,0
101,0.880728882,0.802448077,3,1311,2.45766590389016,2
102,0.89857245,0.80230837,5,1313,2.4584920030464583,0
103,0.8888798590000001,0.827117825,4,1293,2.4609435421500385,1
104,0.909425605,0.793215685,2,1329,2.460496613995485,3
105,0.897262752,0.7861158290000001,5,1314,2.458904109589041,0
106,0.900800567,0.797765101,1,1315,2.458555133079848,4
107,0.8954917929999999,0.800181459,2,1313,2.4584920030464583,3
108,0.908734885,0.807231673,2,1314,2.4596651445966513,3
109,0.887593515,0.8168062190000001,3,1313,2.4584920030464583,2
110,0.899616558,0.79774968,0,1315,2.458555133079848,5
111,0.888950473,0.812645983,2,1313,2.4584920030464583,3
112,0.8961368390000001,0.784478047,0,1314,2.458904109589041,5
113,0.911852291,0.791072572,3,1356,2.4601769911504423,2
114,0.889923646,0.795219922,5,1313,2.4584920030464583,0
115,0.890205589,0.789086684,5,1313,2.4584920030464583,0
116,0.910711059,0.7925325790000001,4,1333,2.463615903975994,1
117,0.905706637,0.786027533,1,1338,2.4566517189835575,4
118,0.9258305840000001,0.803235615,2,1323,2.455026455026455,3
119,0.89640766,0.797311057,2,1313,2.4584920030464583,3
120,0.89571901,0.806528528,5,1313,2.4584920030464583,0
121,0.898165778,0.795482757,0,1313,2.4584920030464583,5
122,0.899622385,0.796883094,4,1315,2.458555133079848,1
123,0.902690489,0.7993182959999999,5,1314,2.4596651445966513,0
124,0.903029429,0.8038339240000001,1,1313,2.4584920030464583,4
125,0.900425233,0.799289261,1,1314,2.4596651445966513,4
126,0.9126656470000001,0.8054477059999999,1,1318,2.4575113808801214,4
127,0.9129941540000001,0.795508841,3,1338,2.4499252615844545,2
128,0.9023535090000001,0.792601782,3,1316,2.459726443768997,2
129,0.8964005290000001,0.799967145,1,1313,2.4584920030464583,4
130,0.89012906,0.792222995,2,1313,2.4584920030464583,3
131,0.89557644,0.795660258,4,1313,2.4584920030464583,1
132,0.9090564870000001,0.792717385,3,1330,2.462406015037594,2
133,0.89679063,0.791148442,3,1313,2.4584920030464583,2
134,0.8871581540000001,0.807623512,0,1312,2.4588414634146343,5
135,0.9025723859999999,0.800867639,3,1314,2.4596651445966513,2
136,0.89218703,0.803663798,0,1313,2.4584920030464583,5
137,0.88617982,0.803503339,2,1312,2.4588414634146343,3
138,0.888317349,0.791732208,2,1313,2.4584920030464583,3
139,0.8874019890000001,0.801641712,1,1312,2.4588414634146343,4
140,0.9061676390000001,0.794888596,5,1320,2.456818181818182,0
141,0.905230235,0.800653049,0,1315,2.4608365019011407,5
142,0.893396086,0.8064123740000001,5,1313,2.4584920030464583,0
143,0.895264156,0.80167202,3,1313,2.4584920030464583,2
144,0.906050925,0.798896185,4,1316,2.459726443768997,1
145,0.8869023859999999,0.777678387,3,1312,2.4588414634146343,2
146,0.89659671,0.785112193,4,1314,2.458904109589041,1
147,0.8841663390000001,0.802155755,2,1312,2.4588414634146343,3
148,0.90609981,0.787540548,0,1333,2.4598649662415606,5
149,0.89868661,0.793834059,4,1314,2.45738203957382,1
150,0.92069487,0.7770369970000001,4,1759,2.4849346219442867,1
151,0.893970246,0.7950332609999999,4,1313,2.4584920030464583,1
152,0.900582388,0.7926627820000001,1,1316,2.459726443768997,4
153,0.9003756940000001,0.79210406,5,1316,2.459726443768997,0
154,0.89129619,0.8163305820000001,3,1313,2.4584920030464583,2
155,0.891326938,0.7860593779999999,3,1314,2.458904109589041,2
156,0.9095189770000001,0.7898265409999999,5,1340,2.46044776119403,0
157,0.895398852,0.7906472809999999,0,1313,2.4584920030464583,5
158,0.91487881,0.787690247,1,1404,2.4594017094017095,4
159,0.8811965979999999,0.776193666,2,1309,2.4545454545454546,3
160,0.9163971329999999,0.8056353079999999,0,1319,2.457164518574678,5
161,0.9025895740000001,0.803216355,4,1313,2.4584920030464583,1
162,0.905148251,0.787319276,1,1332,2.4587087087087087,4
163,0.88197488,0.798000697,3,1311,2.45766590389016,2
164,0.893595213,0.800185695,1,1313,2.4584920030464583,4
165,0.907501179,0.793585192,1,1323,2.456538170823885,4
166,0.8825070009999999,0.8062694570000001,1,1312,2.4588414634146343,4
167,0.917883875,0.782232438,3,1570,2.4662420382165604,2
168,0.9045765109999999,0.802325689,1,1314,2.4596651445966513,4
169,0.8948950729999999,0.779075752,5,1315,2.4577946768060834,0
170,0.916367154,0.7959081920000001,2,1346,2.448736998514116,3
171,0.903009808,0.774184577,4,1332,2.451951951951952,1
172,0.9230288959999999,0.810462672,3,1314,2.4550989345509895,2
173,0.905030283,0.791615353,1,1321,2.4587433762301285,4
174,0.909797005,0.790289619,5,1339,2.460791635548917,0
175,0.908118907,0.796510913,4,1323,2.456538170823885,1
176,0.91447977,0.802375163,1,1320,2.45530303030303,4
177,0.89134097,0.7981962140000001,0,1313,2.4584920030464583,5
178,0.888952755,0.794587667,5,1313,2.4584920030464583,0
179,0.8695998629999999,0.802190457,2,1267,2.456195737963694,3
180,0.9179948379999999,0.7885319759999999,4,1434,2.4602510460251046,1
181,0.9000821990000001,0.8092333159999999,3,1313,2.4584920030464583,2
182,0.916067262,0.7785455090000001,5,1571,2.4780394653087208,0
183,0.910786808,0.809350135,3,1314,2.4596651445966513,2
184,0.90399701,0.804343427,3,1313,2.4584920030464583,2
185,0.91558365,0.798154995,3,1334,2.447526236881559,2
186,0.9013317409999999,0.782430495,2,1326,2.4539969834087483,3
187,0.907156855,0.7873319559999999,4,1340,2.461194029850746,1
188,0.911665347,0.7761403029999999,3,1467,2.471029311520109,2
189,0.916748198,0.791504085,3,1378,2.450653120464441,2
190,0.8902720709999999,0.812881405,5,1313,2.4584920030464583,0
191,0.911990283,0.800239851,0,1320,2.45530303030303,5
192,0.915181015,0.8112573820000001,4,1315,2.458555133079848,1
193,0.907278445,0.787785767,4,1337,2.461480927449514,1
194,0.905101167,0.801877057,2,1314,2.4596651445966513,3
195,0.8920257359999999,0.80617173,3,1313,2.4584920030464583,2
196,0.9122239320000001,0.798749802,4,1323,2.45427059712774,1
197,0.889818263,0.8015849859999999,4,1313,2.4584920030464583,1
198,0.886479903,0.819937372,2,1310,2.455725190839695,3
199,0.8989631779999999,0.8099805059999999,2,1313,2.4584920030464583,3
200,0.90030546,0.7874046459999999,3,1319,2.4594389689158453,2
201,0.884538478,0.808195143,3,1312,2.4588414634146343,2
202,0.895758664,0.788320053,4,1314,2.458904109589041,1
203,0.918212916,0.8012331970000001,4,1327,2.453654860587792,1
204,0.8971307159999999,0.785452549,5,1314,2.458904109589041,0
205,0.90280513,0.800293182,4,1314,2.4596651445966513,1
206,0.891931468,0.7895409959999999,3,1313,2.4584920030464583,2
207,0.890918765,0.808346997,3,1313,2.4584920030464583,2
208,0.90230676,0.812527978,2,1313,2.4584920030464583,3
209,0.906473925,0.79595465,2,1320,2.456818181818182,3
210,0.894960234,0.7943323959999999,0,1313,2.4584920030464583,5
211,0.904316267,0.7939654140000001,1,1318,2.456752655538695,4
212,0.903312102,0.8099134729999999,5,1313,2.4584920030464583,0
213,0.8958730490000001,0.8086901040000001,0,1313,2.4584920030464583,5
214,0.8938697520000001,0.786980565,2,1314,2.458904109589041,3
215,0.901345334,0.805829683,3,1313,2.4584920030464583,2
216,0.895012406,0.7938758709999999,0,1313,2.4584920030464583,5
217,0.9017241690000001,0.7877734209999999,1,1322,2.4583963691376702,4
218,0.8889011179999999,0.7911224020000001,4,1313,2.4584920030464583,1
219,0.9116438659999999,0.7825451959999999,0,1422,2.4683544303797467,5
220,0.909004927,0.790534857,2,1335,2.4614232209737827,3
221,0.8964664659999999,0.783062079,2,1315,2.4577946768060834,3
222,0.90220264,0.794706314,3,1316,2.459726443768997,2
223,0.91361536,0.816962515,5,1315,2.4577946768060834,0
224,0.9084580529999999,0.789464692,3,1334,2.4565217391304346,2
225,0.894764881,0.80046819,2,1313,2.4584920030464583,3
226,0.917262369,0.810553698,0,1315,2.458555133079848,5
227,0.921064068,0.8040082690000001,4,1322,2.4553706505295008,1
228,0.920171163,0.799857347,1,1333,2.4486121530382596,4
229,0.9088594320000001,0.80631988,2,1314,2.4596651445966513,3
230,0.890261286,0.801435701,4,1313,2.4584920030464583,1
231,0.910772769,0.8034218000000001,5,1314,2.4596651445966513,0
232,0.9041008890000001,0.7792714740000001,2,1343,2.4556962025316458,3
233,0.9068114840000001,0.8017643409999999,1,1315,2.458555133079848,4
234,0.909771945,0.793470452,1,1328,2.460843373493976,4
235,0.892163987,0.792586378,0,1313,2.4584920030464583,5
236,0.909483455,0.80904493,3,1314,2.4596651445966513,2
237,0.9024407729999999,0.793593575,0,1316,2.459726443768997,5
238,0.8888189740000001,0.8001181070000001,4,1313,2.4584920030464583,1
239,0.8890942740000001,0.801833777,3,1313,2.4584920030464583,2
240,0.907120907,0.7962959359999999,4,1323,2.456538170823885,1
241,0.906824492,0.7920460979999999,0,1324,2.4561933534743203,5
242,0.8908325440000001,0.783131493,5,1314,2.458904109589041,0
243,0.899384867,0.7965276370000001,1,1315,2.458555133079848,4
244,0.8988790790000001,0.78811959,3,1317,2.4586180713743357,2
245,0.9003889909999999,0.792949528,2,1316,2.459726443768997,3
246,0.9098061270000001,0.807529693,1,1314,2.4596651445966513,4
247,0.897231951,0.772994631,2,1312,2.448932926829268,3
248,0.909619673,0.800316193,4,1317,2.4586180713743357,1
249,0.895401852,0.810333306,4,1313,2.4584920030464583,1
250,0.890607246,0.8021522759999999,3,1313,2.4584920030464583,2
251,0.907674454,0.784240005,2,1354,2.463810930576071,3
252,0.8844629409999999,0.781952742,1,1312,2.4588414634146343,4
253,0.895403772,0.783440172,1,1314,2.458904109589041,4
254,0.898553679,0.8035119709999999,3,1313,2.4584920030464583,2
255,0.9153447990000001,0.798951702,0,1326,2.453242835595777,5
256,0.893955739,0.8016115290000001,3,1313,2.4584920030464583,2
257,0.91805469,0.806828957,5,1319,2.457164518574678,0
258,0.901199833,0.79382954,2,1316,2.459726443768997,3
259,0.9058018290000001,0.7952793570000001,3,1320,2.456818181818182,2
260,0.8986978520000001,0.814492865,5,1314,2.4581430745814306,0
261,0.907247912,0.7916260159999999,0,1326,2.4570135746606336,5
262,0.898305844,0.783762651,4,1315,2.458555133079848,1
263,0.8890207659999999,0.8080918340000001,0,1313,2.4584920030464583,5
264,0.90830972,0.7956678090000001,4,1323,2.456538170823885,1
265,0.89386645,0.7954721020000001,4,1313,2.4584920030464583,1
266,0.8938647259999999,0.788069335,1,1314,2.458904109589041,4
267,0.89484314,0.7926250909999999,3,1313,2.4584920030464583,2
268,0.923853866,0.8270017390000001,5,1306,2.459418070444104,0
269,0.923350221,0.7983539479999999,0,1353,2.441980783444198,5
270,0.904056256,0.79164894,0,1320,2.4575757575757575,5
271,0.888737453,0.7954233079999999,1,1313,2.4584920030464583,4
272,0.9179115720000001,0.8024825440000001,4,1327,2.453654860587792,1
273,0.897489795,0.797625303,3,1313,2.4584920030464583,2
274,0.9140881190000001,0.781901297,4,1483,2.4848280512474714,1
275,0.886250943,0.789245159,5,1312,2.4588414634146343,0
276,0.8993590640000001,0.7952738359999999,4,1315,2.458555133079848,1
277,0.8933427490000001,0.794252172,3,1313,2.4584920030464583,2
278,0.8986853459999999,0.806664143,2,1313,2.4584920030464583,3
279,0.879059687,0.8136037079999999,3,1310,2.4580152671755724,2
280,0.899071739,0.793202695,2,1315,2.458555133079848,3
281,0.911916917,0.796916713,1,1329,2.45071482317532,4
282,0.9115531370000001,0.794975205,3,1332,2.4527027027027026,2
283,0.924405648,0.7841690859999999,0,1689,2.464772054470101,5
284,0.9037037309999999,0.786305615,5,1332,2.4564564564564564,0
285,0.9142991570000001,0.818522416,2,1314,2.458904109589041,3
286,0.9217117690000001,0.7962736979999999,1,1359,2.440765268579838,4
287,0.90827624,0.794411311,1,1324,2.4584592145015107,4
288,0.896246304,0.817489919,2,1314,2.4581430745814306,3
289,0.899164345,0.784743944,4,1317,2.4586180713743357,1
290,0.896581558,0.784803901,1,1314,2.458904109589041,4
291,0.90057352,0.799395924,2,1314,2.4596651445966513,3
292,0.8989935920000001,0.810502906,5,1313,2.4584920030464583,0
293,0.894284883,0.786037537,2,1314,2.458904109589041,3
294,0.9103942009999999,0.7898873390000001,3,1344,2.466517857142857,2
295,0.9184468159999999,0.801964743,0,1327,2.453654860587792,5
296,0.895600092,0.8030488720000001,0,1313,2.4584920030464583,5
297,0.901775978,0.7844271829999999,5,1327,2.456669178598342,0
298,0.92698556,0.80971527,1,1311,2.449275362318841,4
299,0.8968747970000001,0.806017123,5,1313,2.4584920030464583,0
300,0.9170332459999999,0.8003343959999999,1,1328,2.4548192771084336,4
301,0.896315746,0.791014917,1,1313,2.4584920030464583,4
302,0.900227934,0.794057089,5,1316,2.459726443768997,0
303,0.910276491,0.8062857259999999,4,1314,2.4596651445966513,1
304,0.892392245,0.795194037,5,1313,2.4584920030464583,0
305,0.902116488,0.7935201829999999,0,1316,2.459726443768997,5
306,0.903974113,0.8003189059999999,4,1315,2.458555133079848,1
307,0.9091543809999999,0.786533776,1,1355,2.464206642066421,4
308,0.9000796659999999,0.7871731040000001,0,1319,2.4594389689158453,5
309,0.904273955,0.7965573229999999,0,1318,2.456752655538695,5
310,0.914681448,0.809287628,1,1318,2.4575113808801214,4
311,0.897590557,0.807764514,4,1313,2.4584920030464583,1
312,0.9179592540000001,0.816703075,4,1315,2.4577946768060834,1
313,0.9138762159999999,0.7907997840000001,5,1370,2.456934306569343,0
314,0.874896962,0.783914827,0,1301,2.4596464258262873,5
315,0.904181701,0.804120643,5,1313,2.4584920030464583,0
316,0.894837207,0.79519241,3,1313,2.4584920030464583,2
317,0.903803727,0.783991707,0,1334,2.457271364317841,5
318,0.9074117509999999,0.793019756,5,1324,2.4561933534743203,0
319,0.903326905,0.800396723,2,1314,2.4596651445966513,3
320,0.912260216,0.80331932,3,1316,2.4574468085106385,2
321,0.896524671,0.8070377870000001,0,1313,2.4584920030464583,5
322,0.8836329359999999,0.789852016,0,1312,2.4588414634146343,5
323,0.899414541,0.8010734820000001,4,1314,2.4596651445966513,1
324,0.907705833,0.783131633,5,1360,2.4647058823529413,0
325,0.925561078,0.794872288,3,1390,2.4410071942446043,2
326,0.9003287959999999,0.790167947,3,1316,2.459726443768997,2
327,0.8941963070000001,0.81558391,0,1314,2.4581430745814306,5
328,0.904347482,0.791790785,5,1320,2.4575757575757575,0
329,0.9023343909999999,0.809484415,5,1313,2.4584920030464583,0
330,0.905600849,0.793305258,1,1321,2.4564723694171082,4
331,0.887321817,0.799707852,0,1312,2.4588414634146343,5
332,0.901028679,0.7890582270000001,5,1318,2.4575113808801214,0
333,0.9075163159999999,0.791289714,4,1327,2.4559155990957047,1
334,0.9188502270000001,0.789079176,2,1439,2.4572619874913135,3
335,0.888339467,0.8154991229999999,0,1313,2.4584920030464583,5
336,0.9110280820000001,0.7968013709999999,1,1326,2.4539969834087483,4
337,0.9092021220000001,0.7778797270000001,2,1404,2.462962962962963,3
338,0.885132482,0.788253337,2,1312,2.4588414634146343,3
339,0.9081747590000001,0.799537068,3,1317,2.4586180713743357,2
340,0.887837407,0.7914743809999999,1,1313,2.4584920030464583,4
341,0.915933659,0.796184247,4,1341,2.4466815809097686,1
342,0.9073530390000001,0.8106249090000001,3,1313,2.4584920030464583,2
343,0.888952265,0.7885260000000001,5,1314,2.458904109589041,0
344,0.905281905,0.806888058,2,1314,2.4596651445966513,3
345,0.897568466,0.794153953,1,1313,2.4584920030464583,4
346,0.9056431420000001,0.808661924,3,1314,2.4596651445966513,2
347,0.9079389859999999,0.8022697990000001,5,1315,2.458555133079848,0
348,0.910925565,0.780244429,1,1432,2.474860335195531,4
349,0.897234787,0.800230193,3,1313,2.4584920030464583,2
350,0.88500175,0.8022708759999999,5,1312,2.4588414634146343,0
351,0.909321823,0.7992492609999999,1,1318,2.460546282245827,4
352,0.887610825,0.805277198,1,1313,2.4584920030464583,4
353,0.902397628,0.795034648,4,1316,2.459726443768997,1
354,0.907838312,0.805894972,5,1314,2.4596651445966513,0
355,0.913125911,0.815749555,0,1316,2.458206686930091,5
356,0.895848425,0.7683179809999999,1,1294,2.455177743431221,4
357,0.8923140359999999,0.800943124,4,1313,2.4584920030464583,1
358,0.90025848,0.809147095,1,1313,2.4584920030464583,4
359,0.896466367,0.793640992,5,1313,2.4584920030464583,0
360,0.903361524,0.8002104720000001,0,1315,2.458555133079848,5
361,0.895680831,0.8018411259999999,2,1313,2.4584920030464583,3
362,0.8944535990000001,0.791244487,5,1313,2.4584920030464583,0
363,0.919658856,0.790363501,1,1431,2.4549266247379453,4
364,0.8979250129999999,0.7870841909999999,3,1314,2.458904109589041,2
365,0.8855087420000001,0.790844405,4,1312,2.4588414634146343,1
366,0.923461458,0.7927388409999999,5,1423,2.4356992269852427,0
367,0.882658425,0.81038313,1,1312,2.4588414634146343,4
368,0.89688259,0.7865268879999999,4,1314,2.458904109589041,1
369,0.889489524,0.785019571,0,1314,2.458904109589041,5
370,0.908729303,0.789235864,1,1337,2.4584891548242336,4
371,0.874103727,0.791309285,5,1297,2.4618350038550503,0
372,0.9081764290000001,0.7741352509999999,3,1395,2.454480286738351,2
373,0.885530954,0.794900974,2,1312,2.4588414634146343,3
374,0.891915428,0.8050777570000001,4,1313,2.4584920030464583,1
375,0.914561031,0.7981580840000001,4,1333,2.4486121530382596,1
376,0.8826774820000001,0.823744582,5,1304,2.457055214723926,0
377,0.9063058159999999,0.774837095,4,1365,2.454945054945055,1
378,0.8861581590000001,0.7950688020000001,2,1312,2.4588414634146343,3
379,0.921294987,0.813906198,5,1313,2.456968773800457,0
380,0.899113432,0.7867207409999999,4,1317,2.4586180713743357,1
381,0.909519711,0.7958116959999999,1,1324,2.4584592145015107,4
382,0.894797827,0.817473584,0,1314,2.4581430745814306,5
383,0.904643557,0.807519819,5,1314,2.4596651445966513,0
384,0.893120288,0.787369062,1,1314,2.458904109589041,4
385,0.9138112970000001,0.796491738,5,1336,2.44685628742515,0
386,0.9126118259999999,0.78520791,5,1413,2.470629865534324,0
387,0.90748102,0.804770825,3,1314,2.4596651445966513,2
388,0.9096913240000001,0.8135126570000001,2,1313,2.4584920030464583,3
389,0.8966328659999999,0.78327885,3,1314,2.458904109589041,2
390,0.8965300270000001,0.8092139690000001,0,1313,2.4584920030464583,5
391,0.909796843,0.808283148,0,1314,2.4596651445966513,5
392,0.917533457,0.796677684,4,1348,2.4473293768545994,1
393,0.8823124290000001,0.807629945,3,1312,2.4588414634146343,2
394,0.895200627,0.8054927470000001,0,1313,2.4584920030464583,5
395,0.8983675390000001,0.803018729,2,1313,2.4584920030464583,3
396,0.8989176,0.7844697070000001,0,1317,2.4586180713743357,5
397,0.8842215920000001,0.808999997,3,1312,2.4588414634146343,2
398,0.902443422,0.791656238,2,1316,2.459726443768997,3
399,0.908890889,0.804570674,0,1314,2.4596651445966513,5
400,0.907718534,0.810072158,5,1313,2.4584920030464583,0
401,0.89532317,0.798587252,4,1313,2.4584920030464583,1
402,0.896882964,0.788222333,3,1314,2.458904109589041,2
403,0.889561788,0.780839005,4,1314,2.458904109589041,1
404,0.869413373,0.797066905,5,1266,2.458135860979463,0
405,0.898770915,0.789378245,3,1315,2.4570342205323192,2
406,0.89210662,0.794736842,2,1313,2.4584920030464583,3
407,0.9030374320000001,0.8064180120000001,5,1313,2.4584920030464583,0
408,0.9178724309999999,0.80021124,0,1331,2.451540195341848,5
409,0.89771841,0.797740082,0,1313,2.4584920030464583,5
410,0.9117388670000001,0.806544017,3,1316,2.4574468085106385,2
411,0.912741523,0.8105584920000001,1,1315,2.458555133079848,4
412,0.892325247,0.7988374340000001,5,1313,2.4584920030464583,0
413,0.891005974,0.8078115640000001,4,1313,2.4584920030464583,1
414,0.9017884740000001,0.788831253,0,1321,2.4587433762301285,5
415,0.901982011,0.770413316,0,1320,2.45530303030303,5
416,0.913009628,0.8051589440000001,3,1318,2.4575113808801214,2
417,0.887256915,0.808632679,5,1312,2.4588414634146343,0
418,0.89138811,0.790239076,1,1313,2.4584920030464583,4
419,0.900121918,0.8056612240000001,4,1313,2.4584920030464583,1
420,0.909776019,0.818316571,4,1315,2.4577946768060834,1
421,0.904632916,0.809537848,2,1314,2.4596651445966513,3
422,0.886972579,0.8076830840000001,1,1312,2.4588414634146343,4
423,0.884531906,0.812695285,2,1312,2.4588414634146343,3
424,0.90131354,0.811703078,0,1313,2.4584920030464583,5
425,0.894746692,0.7848832929999999,0,1314,2.458904109589041,5
426,0.884308448,0.790088977,2,1312,2.4588414634146343,3
427,0.925329642,0.8171062379999999,1,1309,2.4545454545454546,4
428,0.889416822,0.8041147590000001,2,1313,2.4584920030464583,3
429,0.909428391,0.816527358,4,1315,2.4577946768060834,1
430,0.9051034609999999,0.7898098920000001,5,1326,2.4562594268476623,0
431,0.922294077,0.785428742,0,1593,2.45323289391086,5
432,0.88107127,0.7980981309999999,4,1311,2.45766590389016,1
433,0.903670695,0.7795567059999999,3,1338,2.4559043348281016,2
434,0.907840845,0.7965050709999999,2,1323,2.456538170823885,3
435,0.8915807370000001,0.7874016079999999,2,1314,2.458904109589041,3
436,0.882478897,0.8035517609999999,3,1312,2.4588414634146343,2
437,0.9128732620000001,0.80515725,1,1318,2.4575113808801214,4
438,0.902302917,0.791610392,3,1316,2.459726443768997,2
